num_epoch,Checkpoint,Method,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,22,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3747532528443066,0.4550201158799551,0.7457264957264957,0.4119874143811446,0.5020093327888784,0.9244699755216816,0.9318277690499004,0.4869214298574158,0.9514101978111884,0.9336846852730312,0.4722061645709317,0.5147236158738172,0.0030181840772283
2.0,45,dpo_perturbed,forget01,10,phi,0.3873333333333333,0.3744556579584734,0.4543648422374788,0.7371794871794872,0.4118828698787022,0.500510944820176,0.9204183587468489,0.9322400016389528,0.488372367762995,0.942789508156016,0.93452589596937,0.4673002677984835,0.5159871885522467,0.0012708143485281
3.0,67,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3751289827240883,0.4546842377407534,0.7457264957264957,0.4124065727171701,0.502842186111821,0.925612331486019,0.9321715785136536,0.4894423504630497,0.942789508156016,0.934644152224756,0.4648499765012733,0.5152872084550865,0.0012708143485281
4.0,90,dpo_perturbed,forget01,10,phi,0.3673333333333333,0.3749432832307364,0.4544424193396484,0.7457264957264957,0.4126194559118323,0.5015379944163622,0.9235756174842468,0.9322304167640352,0.4894027226279169,0.9514101978111884,0.9351055405955642,0.4640319367817216,0.5129074551540335,0.0012708143485281
5.0,112,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3747269055986721,0.4541852349566448,0.7542735042735043,0.4119956018959615,0.5022558499670943,0.9234218761011906,0.932146543125959,0.4898290624446403,0.9514101978111884,0.9348623093755148,0.4635360036520304,0.5154111363898487,0.0012708143485281
6.0,135,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3751653036856164,0.4553890603110451,0.7457264957264957,0.4120709263911309,0.5026714414617347,0.9241937939821478,0.9322129582220948,0.4901123999505315,0.9419830565431128,0.9351459137549392,0.4619639371615499,0.5153519475605053,0.0012708143485281
7.0,157,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3746199605899643,0.4555406229038715,0.7542735042735043,0.4118370200663866,0.5021943892598362,0.9177037464962088,0.932196600909696,0.4902818978961625,0.9514101978111884,0.9349507418096832,0.4626057067244765,0.5154054221247517,0.0012708143485281
8.0,180,dpo_perturbed,forget01,10,phi,0.3573333333333333,0.3752869847351675,0.4556780807170908,0.7542735042735043,0.4125370435745225,0.5027890390069665,0.926862951254053,0.9321562229461384,0.489961121723564,0.9506037461982848,0.9350701409576334,0.461773554083676,0.5116821554091443,0.0012708143485281
9.0,202,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3754101794371538,0.4546597728198308,0.7457264957264957,0.4123373855648437,0.5030930299523275,0.9230687628634836,0.9322184204492888,0.4896563611740947,0.9514101978111884,0.9349922119673344,0.4623022165650713,0.5152999829571555,0.0012708143485281
10.0,220,dpo_perturbed,forget01,10,phi,0.3773333333333333,0.3748817067798633,0.4556338909009602,0.7542735042735043,0.4128650772219178,0.5028525137963978,0.924757250826165,0.9322167934351648,0.4895944021142278,0.9514101978111884,0.9349581824238712,0.4625853597829123,0.5158910027610216,0.0012708143485281
