num_epoch,Checkpoint,Method,Submitted By,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,25,grad_ascent,john,forget10,10,gemma-2b,0.7233333333333333,0.4554206391088236,0.5688141302193721,0.7592592592592593,0.5052723214246291,0.634800049754466,0.5949735475069214,0.7277526948754142,0.5179137917907678,0.5571546044357515,0.6682983201662394,0.4837238842107977,0.5923597128373467,0.0007130791344997
2.0,50,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4966950598725603,0.0,,0.4756596388501589,0.0,0.0,0.4919289277859353,0.0,0.0,0.1458697721186505,,1.6838489975883589e-06
3.0,75,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4184805996978227,0.0,,0.4307610465582452,0.0,0.0,0.4582537688520721,0.0,0.0,0.1211196063307471,,5.833570101401265e-09
4.0,100,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4190988473199457,0.0,,0.4653347535578311,0.0,0.0,0.4572077556858199,0.0,0.0,0.1160443730361781,,3.375899566778349e-09
5.0,125,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.418619969645097,0.0,,0.4426837078355227,0.0,0.0,0.4637856429059491,0.0,0.0,0.1199552151240929,,9.989855643801949e-09
6.0,150,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4211298559308951,0.0,,0.4394055394443142,0.0,0.0,0.4639003625433904,0.0,0.0,0.1184752202767573,,5.833570101401265e-09
7.0,175,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4199662526087422,0.0,,0.4403717351696261,0.0,0.0,0.463161704250995,0.0,0.0,0.1166950052869718,,5.833570101401265e-09
8.0,200,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.419987927430188,0.0,,0.4377880290329212,0.0,0.0,0.4638801407932112,0.0,0.0,0.119024979570887,,7.642474624394928e-09
9.0,225,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4194997563446403,0.0,,0.4376170489728144,0.0,0.0,0.4625691764975729,0.0,0.0,0.1195576324096731,,5.833570101401265e-09
10.0,250,grad_ascent,john,forget10,10,gemma-2b,0.0,,0.4205675623521167,0.0,,0.4388608953762903,0.0,0.0,0.4630020634444093,0.0,0.0,0.1195072429408291,,5.833570101401265e-09
