ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.207,0.367463599158558,0.43173491128971647,0.6405982905982905,0.395765362499158,0.4728887381112902,0.47770914791773406,0.4961617661918307,0.4476804115712307,0.3843174250772755,0.1798384705641087,0.5317659046527181,0.4015437721970966,2.9607827368482373e-05,grad_diff,john
