num_epoch,Checkpoint,Method,Submitted By,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,6,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
2.0,7,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
3.0,8,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
4.0,9,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
5.0,10,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
6.0,11,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
7.0,12,KL,john,forget01,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9544952733048004,0.9327600889894516,0.4750028953358932,0.5156237353138797,0.0030181840772283
8.0,15,KL,john,forget01,10,phi,0.4473333333333333,0.3680571607786707,0.4460232779228765,0.7827635327635327,0.4085467962754299,0.4985704035313119,0.914739266008176,0.9231668838391194,0.48503852007393,0.6764166630233722,0.7712039782130417,0.4879337842503266,0.5243666975761118,0.0030181840772283
9.0,17,KL,john,forget01,10,phi,0.4406666666666667,0.3652312726153437,0.4415189879279395,0.7613960113960113,0.4067476245147601,0.4934833805106849,0.8756880177326476,0.9091421358088518,0.4868250152700305,0.5508055586311226,0.5710447232653195,0.4995180731424992,0.5182383502661148,0.0067607323035692
10.0,20,KL,john,forget01,10,phi,0.4006666666666667,0.3652653055593938,0.4433997410263495,0.7628205128205128,0.4038432113608249,0.4916677943318886,0.8415798576919408,0.8922327944112066,0.4911098075661751,0.5020660692563296,0.4229973963018654,0.5100982655200538,0.5097667420107153,0.0286030702802334
