,Method,Submitted By,Checkpoint,data_set,Num_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
0,grad_ascent,john,125,forget10,5,phi,0.0,0.221699906289453,0.3628640418680819,0.0,0.2540136511645889,0.3166503302644871,0.0059255605689454,7.594170767493393e-51,0.1934324392018453,0.004165393675042,1.0420613858719816e-51,0.5450565214109162,0.0,5.100356615560927e-17
1,grad_ascent,john,75,forget10,5,phi,0.0,0.254580760767187,0.4673258892493642,0.0,0.2739261772865818,0.4016242333490508,0.0060265706699555,9.262789141785225e-45,0.1794498470373481,0.004165393675042,7.56089518452779e-46,0.5837789473730215,0.0,2.1942743021891234e-16
2,grad_ascent,john,50,forget10,5,phi,0.002,0.2526791820893188,0.3658990930016603,0.0764957264957264,0.2343875599885514,0.2525764583358573,0.1858003854372814,1.1631271526447182e-06,0.2683965489839335,0.1836869623957777,9.206201539750516e-07,0.6503869030868489,1.0461608882622776e-05,8.024952455325493e-05
3,grad_ascent,john,25,forget10,5,phi,0.429,0.3664803942573547,0.4452667965920245,0.7913105413105412,0.4129514635767701,0.5031520722195936,0.8950725033471015,0.9060949168731064,0.4751819725195863,0.8373279968919065,0.8790086735401963,0.4966229764035241,0.5201224702776873,1.8502009026131303e-15
4,grad_ascent,john,100,forget10,5,phi,0.0,0.2297836716038871,0.4143431139908735,0.0,0.278554938314734,0.3816522692484456,0.0059255605689454,2.1406078372795393e-49,0.1934642796315468,0.004165393675042,1.7233757905801057e-50,0.5504567393654964,0.0,5.100356615560927e-17
