num_epoch,Checkpoint,Method,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,25,idk,forget10,10,phi,0.3873333333333333,0.3732907519142491,0.4459913890586994,0.7777777777777778,0.4157739972396432,0.5108785212853608,0.8856993959386996,0.9192840098216422,0.4753326381305587,0.88927028598574,0.9192432245279868,0.4906396248549612,0.5151171971802994,2.1942743021891234e-16
2.0,50,idk,forget10,10,phi,0.2323333333333333,0.3532691044651608,0.4103211455028362,0.7663817663817662,0.4086928492042162,0.4953228831199176,0.6748153903553787,0.8660924536493171,0.4649269537351589,0.2883959023542067,0.8150655405307266,0.5059590452137782,0.4470962010847953,1.4582054786325707e-14
3.0,75,idk,forget10,10,phi,0.2373333333333333,0.3493447555244257,0.401979938763384,0.762108262108262,0.4026763170396095,0.479180752651344,0.762260336230292,0.8984094725676834,0.4752218897300191,0.2232076437055568,0.8159722115446648,0.4945321455996248,0.4505553922228188,4.499933086722873e-16
4.0,100,idk,forget10,10,phi,0.3206666666666666,0.3645985388015438,0.4269953790899425,0.7877492877492877,0.4076508476621978,0.4867494123888934,0.824578165218218,0.9150248089177128,0.4821985677811529,0.1819344420246534,0.8023357515628305,0.4885952954269002,0.4902068071241591,1.0619204030347364e-16
5.0,125,idk,forget10,10,phi,0.3006666666666667,0.3568886311131221,0.4163695963704202,0.784900284900285,0.4016639191741856,0.4814374324727876,0.88472646599547,0.9253247185659672,0.4836432356746902,0.1837552364261299,0.8032725159827003,0.4867500154635517,0.4825973395475467,1.0619204030347364e-16
6.0,150,idk,forget10,10,phi,0.3406666666666666,0.3656064073308209,0.4305284095560159,0.784900284900285,0.4058127975501521,0.4893615458865353,0.9023829802698649,0.9322087606448978,0.4856014029861664,0.1699691254830287,0.7894699476855984,0.4864890088714973,0.4995768500146491,1.0619204030347364e-16
7.0,175,idk,forget10,10,phi,0.3506666666666666,0.3652590570173046,0.4293775852175792,0.784900284900285,0.4066252054317795,0.4900088612335155,0.9132759226113804,0.9371359185832157,0.4848424738306413,0.1651335740826336,0.7901193129591649,0.485887822756597,0.5023132603482869,2.1942743021891234e-16
8.0,200,idk,forget10,10,phi,0.3706666666666666,0.3662387335362346,0.4292064345777455,0.7806267806267807,0.4037199513707385,0.4827827251270225,0.9176128183479022,0.9424690342229284,0.487191001339976,0.1691972993283645,0.7789755977958367,0.483243125880367,0.5058764844865522,1.150018983956209e-17
9.0,225,idk,forget10,10,phi,0.3656666666666666,0.3659409967809722,0.4306666750117026,0.7763532763532764,0.4042115332642693,0.4859452816037753,0.9338719270099408,0.9475396183823775,0.4872237650401648,0.1684425775138872,0.7803535316580369,0.4835555082626346,0.5059623619148499,2.4311282147882553e-17
10.0,250,idk,forget10,10,phi,0.3656666666666666,0.3675062440016875,0.4319689255766135,0.7934472934472935,0.4046218403774742,0.4876225227913815,0.9363518384619076,0.9496897342896624,0.487941237299863,0.1701169381903512,0.775619613364093,0.4837648438376628,0.5077956482583702,5.100356615560927e-17
