num_epoch,Checkpoint,Method,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,22,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.4564012865447715,0.5727735639348008,0.737891737891738,0.5054590572151099,0.6368385590947795,0.6962632845605561,0.8095398425366305,0.5504708449527839,0.7297656375330008,0.8296273638518121,0.4613863243423324,0.61144942083082,0.0012708143485281
2.0,45,dpo_perturbed,forget01,10,gemma-2b,0.7293333333333334,0.4559383167702953,0.5729555129776959,0.7264957264957265,0.5052287816876946,0.6357953621539298,0.692419969123581,0.809620842537958,0.5505169444518764,0.7336337680201814,0.8293510220402658,0.4621862936669176,0.6108251921836491,0.0012708143485281
3.0,67,dpo_perturbed,forget01,10,gemma-2b,0.7293333333333334,0.4569529244085875,0.5744796849635975,0.7293447293447294,0.5045761189463259,0.6358594599862434,0.697055176870271,0.8093712321788347,0.5506355118279725,0.7278337660508246,0.8294616498857768,0.4616020657356765,0.6117423173465476,0.0012708143485281
4.0,90,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.4573967128415204,0.5739886479404428,0.7293447293447294,0.5052467261508592,0.6352392284713952,0.6949039093654598,0.8097212209910524,0.5506377475324039,0.720271714132155,0.8296986613613235,0.4610195775830349,0.6108607595769983,0.0030181840772283
5.0,112,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.4556748127855537,0.5743121345860879,0.7293447293447294,0.5055617960293658,0.6378415700582631,0.6911127511236729,0.8097076508244008,0.5498037707298973,0.7267170429968386,0.8295023077582575,0.4622134531270195,0.6104342746627753,0.0012708143485281
6.0,135,dpo_perturbed,forget01,10,gemma-2b,0.7093333333333334,0.4563257966226322,0.5735486785473991,0.7293447293447294,0.5043359888103756,0.6353383522917347,0.6889743218350154,0.809623864810825,0.5494906260548932,0.727251532424236,0.8296201320368862,0.4629209809318519,0.6089710620557773,0.0012708143485281
7.0,157,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.4573033806041425,0.5749651957964934,0.7293447293447294,0.5045260917545968,0.6366310557435955,0.6885797810653052,0.809568004329204,0.5499722183094697,0.7123803235892114,0.8294112416435807,0.4620797159352405,0.6103420793787,0.0012708143485281
8.0,180,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.4564008548114397,0.5739852566214216,0.7293447293447294,0.5043883254879986,0.6367814363995011,0.6911064345945371,0.8094654533532899,0.5506038246579951,0.7174987217186815,0.8298141322092889,0.4625584638115166,0.6103327551063137,0.0012708143485281
9.0,202,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.4560938746146744,0.5738315289498743,0.7293447293447294,0.5046755823608207,0.6361089752128836,0.6923882592888587,0.8095639720451419,0.5502836044580877,0.7172485585753732,0.8298752017254809,0.4615618777062903,0.6103037469620506,0.0012708143485281
10.0,220,dpo_perturbed,forget01,10,gemma-2b,0.7193333333333334,0.456739575571874,0.5755330253115636,0.7336182336182338,0.504226212999407,0.6371179635109728,0.6909198529748486,0.8096065422109292,0.5502383655334815,0.7224923332900369,0.829613030706253,0.4611129562986176,0.6108757496069084,0.0030181840772283
