Method,Checkpoint,data_set,Num_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
dpo,90,forget01,10,gemma-2b,0.7193333333333334,0.4562252683702854,0.5732086732732491,0.7293447293447294,0.5037051281260972,0.6356178477253799,0.6889703717240404,0.8096193239012907,0.550380646208561,0.7226787481823342,0.829712241604371,0.4613915529292798,0.6097639598956832,0.0012708143485281
grad_ascent,17,forget01,10,gemma-2b,0.7443333333333334,0.459125328783545,0.5769589469219034,0.7564102564102564,0.5048950147298705,0.638332560634012,0.697343248450105,0.8033745268451805,0.5458731331576253,0.5285477115578072,0.6338598825812157,0.4797687836752814,0.6149775583524862,0.0012708143485281
grad_ascent,15,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,10,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,12,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,5,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,7,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,2,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,17,forget01,10,gemma-2b,0.7093333333333334,0.458129299527562,0.574492198126159,0.7207977207977209,0.5042145255585219,0.636743575696875,0.7010723838033628,0.8079082021725131,0.5513284609497018,0.5670065513686394,0.6853320370659544,0.4713159387649235,0.6100739926605312,0.0012708143485281
grad_diff,15,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,10,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,12,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,5,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,7,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,2,forget01,10,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
idk,12,forget05,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.7268912905181645,0.8293688475946717,0.4314533177762555,0.6110708323114044,2.564543314097582e-07
idk,60,forget05,5,gemma-2b,0.4833333333333333,0.4163992558831629,0.5191915235646918,0.7735042735042735,0.4479976935435341,0.5479033443523682,0.4432571991900472,0.5964542136839183,0.4852847911996527,0.0593866752510817,0.4414740621145923,0.5580887872729902,0.5073298859055537,0.002660191568016
idk,48,forget05,5,gemma-2b,0.5033333333333333,0.4285683508985581,0.533782532416342,0.7649572649572649,0.4593667799514525,0.5635140212042656,0.4178259659147524,0.5721784556929396,0.472786662153868,0.057086141284618,0.4470824098188397,0.5516904115371729,0.508232102994921,0.0017157267619421
KL,12,forget05,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.7268912905181645,0.8293688475946717,0.4314533177762555,0.6110708323114044,2.564543314097582e-07
KL,60,forget05,5,gemma-2b,0.0,0.2685913695554643,0.5058773249944253,0.0,0.2055720229014317,0.4987479389944819,0.0,2.5279974927851513e-53,0.4264989847764784,0.0,3.2504973833981198e-55,0.1691818975364448,0.0,1.3889184406484716e-06
KL,48,forget05,5,gemma-2b,0.0,0.2704323171846717,0.5083631308487108,0.0,0.2136249357248302,0.4866348256588111,0.0,1.774671199885939e-48,0.4199152097105585,0.0,6.926523304046413e-51,0.1806666564384007,0.0,4.964601673905554e-06
dpo,450,forget05,5,gemma-2b,0.7293333333333334,0.456123577240045,0.5725311718945867,0.7293447293447294,0.5046598419395396,0.6375280653357743,0.6911597179458332,0.80964681861925,0.5508655556055114,0.7241251586884491,0.8292533374160268,0.430889538467313,0.6110563245637607,2.564543314097582e-07
dpo,180,forget05,5,gemma-2b,0.7093333333333334,0.4565181260506674,0.5726276475616757,0.7250712250712251,0.5036140753566147,0.6348198537284289,0.6870101546854726,0.8097562677216111,0.5503966839400893,0.7266510384242697,0.8293548575842717,0.4312111698531992,0.6083518892252332,3.6270939278107467e-07
dpo,90,forget05,5,gemma-2b,0.7193333333333334,0.4564564261702737,0.573538759593956,0.737891737891738,0.5050013355821037,0.6363769881604234,0.6885311976704458,0.8094972549406084,0.5500980366608573,0.7192108424986224,0.8295034897037473,0.4317037190690606,0.6107124162975001,2.564543314097582e-07
grad_ascent,60,forget05,5,gemma-2b,0.0,0.2666618294659887,0.5004498310073388,0.0,0.207074061515793,0.497985522280437,0.0,1.5071133355648686e-53,0.4296323509509619,0.0,1.6007483392592231e-55,0.1669668045451392,0.0,9.993842600871629e-07
grad_ascent,48,forget05,5,gemma-2b,0.0,0.2721752039924283,0.4984511271020975,0.0,0.2117695462668592,0.4824399313806329,0.0,5.8093166191662885e-46,0.4196657362446759,0.0,2.2752343710525225e-49,0.1734129869759312,0.0,3.633657552282063e-06
grad_ascent,50,forget05,5,gemma-2b,0.0,0.2690586323348203,0.5084426185032611,0.0,0.2041579225563037,0.4999298439997139,0.0,1.5900860161971266e-49,0.4234509202290274,0.0,1.9571081247958187e-52,0.167053366833689,0.0,1.3889184406484716e-06
grad_diff,60,forget05,5,gemma-2b,0.1353333333333333,0.318919528972325,0.5039259555675939,0.0252136752136752,0.3985865431047813,0.6467463090646676,0.3396431708080543,0.286398771172472,0.3471369916855867,0.0,5.2208458811553175e-51,0.1638924366217662,0.1373168217330341,3.633657552282063e-06
grad_diff,48,forget05,5,gemma-2b,0.1033333333333333,0.3354700649781436,0.5310006600761868,0.0853276353276353,0.4326104669785214,0.6232953998291627,0.3298681007561569,0.2193154507502109,0.4382409161531416,0.0005263157894736,2.7782221169514328e-27,0.22223219853834,0.224719036152663,0.0002552019107909
idk,125,forget10,5,gemma-2b,0.6793333333333333,0.4359819051395269,0.5414812755091503,0.7464387464387465,0.4726015058195134,0.5852193955510868,0.5286309747727893,0.6606549350064714,0.4955089547683864,0.036617685489253,0.4759837189095225,0.5458896328358653,0.5555435926764867,0.0227736371371133
idk,75,forget10,5,gemma-2b,0.6453333333333333,0.4055821210122036,0.4958713792112717,0.7720797720797722,0.4562132501359366,0.561725615184902,0.4398756905296397,0.5692116249443628,0.4716914503381391,0.0590090915040954,0.4683181350317776,0.5659737262508009,0.5157760141301222,0.0662705022515885
idk,50,forget10,5,gemma-2b,0.5433333333333333,0.4195000464268896,0.5172472139565578,0.7863247863247863,0.4624296367674601,0.5731899489284227,0.4139444444158447,0.6004087053566514,0.4981721646146118,0.0834602657567398,0.5249548943711684,0.5184557217883317,0.5164963671288779,0.0041255187025172
KL,125,forget10,5,gemma-2b,0.0,,0.4313065809554619,0.0092592592592592,,0.4514113287085169,0.0164291296571838,0.0,0.4646107796162584,0.0120995038152625,0.0,0.1177291783174705,,7.642474624394928e-09
KL,75,forget10,5,gemma-2b,0.0,,0.4427913856551878,0.0,,0.4653956816766221,0.017281659122005,0.0,0.4647997591863788,0.0149183119616975,0.0,0.1221719575685904,,4.442780266976635e-09
KL,50,forget10,5,gemma-2b,0.0,,0.5601872362518275,0.0,,0.6158564184834946,0.0,0.0,0.4233041414025493,0.0,0.0,0.1541101772302498,,2.2016250191801383e-08
dpo,718,forget10,5,gemma-2b,0.7343333333333334,0.4563063847143349,0.5727597172016389,0.7293447293447294,0.5044185876586182,0.6376365077377764,0.6956901974067355,0.8096287153736483,0.5508148984743917,0.6872535625934372,0.8157549358347465,0.4444977440323224,0.6118646473771528,7.367328038666561e-05
dpo,179,forget10,5,gemma-2b,0.7243333333333334,0.4567759042740053,0.5732609695980017,0.737891737891738,0.5049722238258859,0.6373751951949511,0.692663421783298,0.8094766375656779,0.5503848731287998,0.6893527708096343,0.8158516289904708,0.4446946007794626,0.611634244448698,0.0001065973236184
dpo,359,forget10,5,gemma-2b,0.7293333333333334,0.4569579938619313,0.5751327153025239,0.7421652421652423,0.5051335498212137,0.6374759931757927,0.6919042279566245,0.8096184062339769,0.5510125308849646,0.6861085294476809,0.8158872229352255,0.444191757805904,0.6126918560547226,0.0001278660295149
grad_ascent,125,forget10,5,gemma-2b,0.0,,0.4417652691915836,0.0,,0.4469955911227113,0.0,0.0,0.4661121298382648,0.0,0.0,0.1139007238996865,,4.442780266976635e-09
grad_ascent,75,forget10,5,gemma-2b,0.0,,0.4144291281931233,0.0,,0.4384267350162453,0.0,0.0,0.4645592745006545,0.0,0.0,0.1136546502860338,,4.442780266976635e-09
grad_ascent,50,forget10,5,gemma-2b,0.0,,0.4870186692508048,0.0,,0.4524944713377347,0.0,0.0,0.4687093746518247,0.0,0.0,0.1463296367387067,,2.663832721308678e-07
grad_diff,125,forget10,5,gemma-2b,0.13,0.3566477301856504,0.5104706734031778,0.0491452991452991,,0.4894091807912161,0.1719934415698863,0.0815264030445334,0.3404521302370272,0.0004444444444444,0.0,0.1113063352971067,,4.628373497044855e-10
grad_diff,75,forget10,5,gemma-2b,0.0653333333333333,0.3860247522825514,0.5068188035945864,0.017094017094017,,0.5637915612542553,0.1170993784247873,0.0222153613430467,0.3656699674425303,0.0091144820608142,0.0001902085651661,0.145379257606975,,4.628373497044855e-10
grad_diff,50,forget10,5,gemma-2b,0.4493333333333333,0.4637329107516807,0.6231700145990315,0.6535612535612536,0.5007250545201453,0.6461691478900667,0.2532784522632594,0.0057327935733028,0.5746061649426408,0.1104567385204182,1.7951287078667195e-05,0.4028424511996177,0.0470748303925747,6.709584008474486e-05
idk,10,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
idk,12,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
idk,6,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
idk,7,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
KL,10,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
KL,12,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
KL,6,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
KL,7,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
dpo,72,forget01,5,gemma-2b,0.7093333333333334,0.4574731088534638,0.5743330313996056,0.7250712250712251,0.5050328128133572,0.6376480453716639,0.692172661597351,0.8096883365792409,0.5505029867734653,0.7275506650055285,0.8299865021437913,0.4600430488738885,0.6097295467964526,0.0012708143485281
dpo,54,forget01,5,gemma-2b,0.7193333333333334,0.4574076216277937,0.57407961203035,0.7293447293447294,0.5048459880543579,0.6371741076846824,0.6905193590668607,0.8095704142209436,0.5504364103749239,0.7249468449197474,0.8296283990917281,0.4619740782704563,0.6105916158596917,0.0012708143485281
dpo,90,forget01,5,gemma-2b,0.7093333333333334,0.4571747572794096,0.574895973654359,0.7293447293447294,0.5047625092893581,0.6380035066980942,0.6912397367095765,0.8097061758074978,0.5502184045094145,0.7295754144496327,0.8295405795493715,0.4628986367856879,0.6099490010021467,0.0012708143485281
grad_ascent,10,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,12,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,6,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_ascent,7,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,10,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,12,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,6,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
grad_diff,7,forget01,5,gemma-2b,0.7193333333333334,0.4571982236215035,0.5741300561247914,0.7293447293447294,0.5046166303634032,0.6374026466350413,0.6963807698670457,0.8096292273049072,0.5505776678923093,0.721549881529274,0.829729658559908,0.4621520427546609,0.6110708323114044,0.0012708143485281
idk,12,forget05,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9324412299112882,0.9316437738737936,0.4720095226626791,0.5156237353138797,2.962348735693602e-13
idk,120,forget05,10,phi,0.3106666666666667,0.3630320090842558,0.426161183135967,0.782051282051282,0.4087127299765119,0.4941565437857795,0.8624867705357799,0.9197925485968992,0.4832498844702339,0.1592682719304067,0.7614615732999461,0.488022449189364,0.4895295152459878,2.8873674273022313e-11
idk,75,forget05,10,phi,0.289,0.3555715792360708,0.4170520867871339,0.7638176638176639,0.4061396302113448,0.4885969432890173,0.8236666773253731,0.9037088162805386,0.47872969525632,0.171431947178339,0.7675954320389393,0.4917761502233178,0.4762419828448929,2.8873674273022313e-11
idk,62,forget05,10,phi,0.2806666666666667,0.3528815315780699,0.4132630606183149,0.7794871794871795,0.4041389804962041,0.4840917719467544,0.7852027172769681,0.8923668718835095,0.4759533192109051,0.1927544131292837,0.7748077240799077,0.4912854588859026,0.4703482758233914,1.3850840057169374e-11
idk,87,forget05,10,phi,0.2756666666666667,0.360562974867032,0.4252010253932906,0.7706552706552706,0.4084718496255102,0.4931818204937163,0.8340846399425951,0.9091206660671473,0.479699692080424,0.1590246293255779,0.7623903163943752,0.4914615489725749,0.4759448109047232,1.2127544312107394e-10
idk,50,forget05,10,phi,0.3156666666666667,0.3586971080065895,0.4237141452283005,0.7777777777777778,0.4122379874830346,0.4975016601217076,0.7301724276783879,0.8733540379839531,0.4684971255130573,0.2369902120064229,0.7817567579473189,0.496598687643133,0.4816330770210253,6.568964585936946e-12
KL,12,forget05,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9324412299112882,0.9316437738737936,0.4720095226626791,0.5156237353138797,2.962348735693602e-13
KL,120,forget05,10,phi,0.0066666666666666,0.2886744320537414,0.4559151462724239,0.0,0.1970266363079299,0.3082421471022027,0.0155566477296775,1.9818148693507356e-15,0.2663226653473292,0.0044567787483928,2.1245811609198268e-39,0.5452500404984938,0.0,2.6127403909667314e-07
KL,75,forget05,10,phi,0.0,0.2773061508473013,0.425737569651626,0.0,0.2379782489856512,0.3811066501591517,0.0052018539603695,2.597050662183533e-37,0.1758668531462795,0.0042901120817262,1.1475466777867455e-37,0.60224568499025,0.0,1.3921047931216453e-06
KL,62,forget05,10,phi,0.0,0.2796754372337666,0.403813479766305,0.0,0.2534430862607161,0.3495621272667659,0.0052018539603695,4.771513407561524e-30,0.1347126809360975,0.0042901120817262,1.727593690028934e-30,0.7086691475240436,0.0,1.3850840057169374e-11
KL,87,forget05,10,phi,0.0,0.275194089603737,0.4521363867932571,0.0,0.2377980800931738,0.4097514782985276,0.0052018539603695,8.195511407976559e-38,0.1890520955872203,0.0042901120817262,2.1053111353676403e-39,0.5693217603802,0.0,8.056669472003223e-07
KL,50,forget05,10,phi,0.0,0.2455106331278585,0.2326995639917167,0.0038461538461538,0.2740239775652545,0.2784594503841178,0.007045515710027,2.6575597008916113e-14,0.189955418622974,0.0056006292430938,1.0373902944487028e-14,0.7213222799334236,0.0,1.3850840057169374e-11
dpo,720,forget05,10,phi,0.434,0.3638069094275832,0.4367937758445279,0.7713675213675214,0.4046563715072758,0.4942776806322389,0.8770651834416653,0.8745452168279091,0.4337752876055351,0.8509764004995729,0.8594075477597579,0.5330461602752964,0.5078429969462269,8.056669472003223e-07
dpo,900,forget05,10,phi,0.424,0.3632866028367957,0.4371413621710108,0.7692307692307693,0.4038940311763684,0.4954705215992406,0.8744986756799216,0.8739680964954433,0.4340115495329805,0.8518134933474962,0.8587458298527357,0.5336197377489171,0.5060525805976842,8.056669472003223e-07
dpo,450,forget05,10,phi,0.474,0.3639714532411946,0.4379836554787493,0.7863247863247863,0.4063129808139071,0.4969078394544243,0.8827620243927207,0.881632249400579,0.4378722416659057,0.8708151936279763,0.8697423682592091,0.5279428428217142,0.5161573359273047,2.6127403909667314e-07
dpo,540,forget05,10,phi,0.4539999999999999,0.3644240881038547,0.4372046843689505,0.7713675213675214,0.4047956031850483,0.4948227551187072,0.8818422330992726,0.8780916040572834,0.4359299008996718,0.8609657232890572,0.8646652968139201,0.5313324911684181,0.5116999038348988,2.6127403909667314e-07
dpo,810,forget05,10,phi,0.434,0.363160845508896,0.4365694682825298,0.7799145299145299,0.403992936645913,0.4955369882721491,0.879757138951417,0.8740990503109477,0.4336530227101817,0.8518017017733773,0.8590159907355179,0.533621929284048,0.5081721590048569,8.056669472003223e-07
dpo,630,forget05,10,phi,0.4465,0.3643337855705152,0.437846092700025,0.7799145299145299,0.4050216455622509,0.4938933026687503,0.8784288438774552,0.8757332260338431,0.4350613339602143,0.8523128519589281,0.8613941474659315,0.532421103908072,0.510695310924643,2.6127403909667314e-07
dpo,180,forget05,10,phi,0.444,0.3696199332286188,0.4474589521002272,0.7521367521367521,0.4118082091807392,0.50200773200064,0.9201218618970128,0.9104373349674044,0.4586844968926179,0.9126248043273684,0.9072891687949284,0.5014487811398705,0.5199976345756849,3.602472544567432e-09
dpo,90,forget05,10,phi,0.4073333333333333,0.3725818848809274,0.4525744584984021,0.7585470085470085,0.4138231088688363,0.5029750293471587,0.9186679917876048,0.9261832521021656,0.4749017742046534,0.9269494450411244,0.925911327833384,0.4833727794726597,0.5188680790896958,6.568964585936946e-12
grad_ascent,12,forget05,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9324412299112882,0.9316437738737936,0.4720095226626791,0.5156237353138797,2.962348735693602e-13
grad_ascent,120,forget05,10,phi,0.0,0.2616077016850757,0.4372193019020613,0.0,0.241796962793535,0.3761962342900497,0.0052018539603695,1.2870827097244367e-40,0.194733374228825,0.0042901120817262,1.5682838034347915e-40,0.5506624517109513,0.0,2.3797467071606504e-06
grad_ascent,75,forget05,10,phi,0.0,0.2813211084910716,0.4343909107605433,0.0,0.242914349008084,0.3924939382431529,0.0052018539603695,1.0641761038331002e-37,0.1747638142724731,0.0042901120817262,6.925305739110009e-38,0.6012622003402939,0.0,2.3797467071606504e-06
grad_ascent,62,forget05,10,phi,0.0,0.2783374172429703,0.4015355925866531,0.0,0.2553555818419519,0.3471936554659166,0.0054139751724907,9.054415483527134e-31,0.1318943831414083,0.0042901120817262,3.913839911009168e-31,0.7095272233106299,0.0,6.568964585936946e-12
grad_ascent,87,forget05,10,phi,0.0,0.2795153514137026,0.4420250987413656,0.0,0.2417968890173195,0.4028020989708046,0.0052018539603695,2.1772174664517494e-39,0.1888428182758174,0.0042901120817262,1.6965658027214948e-39,0.5718816237925389,0.0,1.115040214537872e-05
grad_ascent,50,forget05,10,phi,0.0,0.2387500775685767,0.2330476817310603,0.0,0.2704279266441359,0.2805443065660095,0.0051582031667187,9.844096980064211e-15,0.1834059691134421,0.0042901120817262,4.521795012350613e-15,0.7365877855709198,0.0,6.568964585936946e-12
grad_diff,12,forget05,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9324412299112882,0.9316437738737936,0.4720095226626791,0.5156237353138797,2.962348735693602e-13
grad_diff,120,forget05,10,phi,0.1534999999999999,0.3715203955860261,0.4433045658158176,0.4425925925925926,0.4059960141423921,0.4871468335690163,0.5148215417805794,0.5743110214643584,0.4205772822107566,0.0047630855718057,9.245266560292496e-07,0.4173870497372435,0.3703906542881428,4.024806511439489e-06
grad_diff,75,forget05,10,phi,0.1378333333333333,0.3802699721225566,0.4841167654668464,0.4578347578347578,0.4214255375527964,0.5149088247728747,0.4661861239934027,0.5045845472355948,0.4556821548317707,0.0716936751322758,5.123772012503839e-09,0.5882465606694797,0.3633272405572327,1.115040214537872e-05
grad_diff,62,forget05,10,phi,0.015,0.3621361919854586,0.4724957939714604,0.1534188034188034,0.3984424502157279,0.5185017052137325,0.0794774978458701,0.0173322242917206,0.508850865686054,0.0293453789858642,2.8976525642840305e-05,0.5868110774177432,0.0581604314928577,1.115040214537872e-05
grad_diff,87,forget05,10,phi,0.1336666666666666,0.3700050223348313,0.4598412785413733,0.3927350427350428,0.4040911855610506,0.4933391214724936,0.4521736144476023,0.4950581059749812,0.4243196520472044,0.0739433054103509,1.185111723909697e-24,0.480477131066684,0.3462233173436169,1.115040214537872e-05
grad_diff,50,forget05,10,phi,0.1836666666666666,0.3791961506812972,0.4680139994618899,0.5878917378917379,0.3955591804551502,0.4908738449866426,0.4185021747856986,0.4375752046526531,0.4495575579148025,0.2681781178458519,0.016192610565736,0.5989720925557053,0.3848795380917613,0.7125821300149116
idk,125,forget10,10,phi,0.3006666666666667,0.3568886311131221,0.4163695963704202,0.784900284900285,0.4016639191741856,0.4814374324727876,0.88472646599547,0.9253247185659672,0.4836432356746902,0.1837552364261299,0.8032725159827003,0.4867500154635517,0.4825973395475467,1.0619204030347364e-16
idk,250,forget10,10,phi,0.3656666666666666,0.3675062440016875,0.4319689255766135,0.7934472934472935,0.4046218403774742,0.4876225227913815,0.9363518384619076,0.9496897342896624,0.487941237299863,0.1701169381903512,0.775619613364093,0.4837648438376628,0.5077956482583702,5.100356615560927e-17
idk,225,forget10,10,phi,0.3656666666666666,0.3659409967809722,0.4306666750117026,0.7763532763532764,0.4042115332642693,0.4859452816037753,0.9338719270099408,0.9475396183823775,0.4872237650401648,0.1684425775138872,0.7803535316580369,0.4835555082626346,0.5059623619148499,2.4311282147882553e-17
idk,75,forget10,10,phi,0.2373333333333333,0.3493447555244257,0.401979938763384,0.762108262108262,0.4026763170396095,0.479180752651344,0.762260336230292,0.8984094725676834,0.4752218897300191,0.2232076437055568,0.8159722115446648,0.4945321455996248,0.4505553922228188,4.499933086722873e-16
