,Method,Checkpoint,data_set,Num_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
0,dpo,450,forget05,5,gemma-2b,0.7293333333333334,0.456123577240045,0.5725311718945867,0.7293447293447294,0.5046598419395396,0.6375280653357743,0.6911597179458332,0.80964681861925,0.5508655556055114,0.7241251586884491,0.8292533374160268,0.430889538467313,0.6110563245637607,2.564543314097582e-07
1,dpo,180,forget05,5,gemma-2b,0.7093333333333334,0.4565181260506674,0.5726276475616757,0.7250712250712251,0.5036140753566147,0.6348198537284289,0.6870101546854726,0.8097562677216111,0.5503966839400893,0.7266510384242697,0.8293548575842717,0.4312111698531992,0.6083518892252332,3.6270939278107467e-07
2,dpo,90,forget05,5,gemma-2b,0.7193333333333334,0.4564564261702737,0.573538759593956,0.737891737891738,0.5050013355821037,0.6363769881604234,0.6885311976704458,0.8094972549406084,0.5500980366608573,0.7192108424986224,0.8295034897037473,0.4317037190690606,0.6107124162975001,2.564543314097582e-07
