num_epoch,Checkpoint,Method,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,25,grad_diff,forget10,10,phi,0.3673333333333333,0.374191250093472,0.452101137444911,0.7457264957264957,0.4135298897595064,0.5019818334496191,0.910342160433734,0.9319227999226574,0.4872655355057965,0.889770061981176,0.9142763713051374,0.4785986395611242,0.5118947797021489,2.5149678680685852e-18
2.0,50,grad_diff,forget10,10,phi,0.3506666666666667,0.3816966744138954,0.4584666161592882,0.74002849002849,0.4302638870764089,0.5321973995362911,0.7525636451230214,0.8480633740160127,0.4878121991699931,0.5156448176476067,0.4956179206988425,0.5085316551134482,0.5066098402556568,8.777796874606567e-12
3.0,75,grad_diff,forget10,10,phi,0.252,0.3868734665500499,0.464029602218152,0.6745014245014245,0.4362052807839491,0.54063906816811,0.5447869964086485,0.5679434467479872,0.5383506995229435,0.2641353773612556,0.0339512723189945,0.4866461423589892,0.4548510990633958,3.3273813118952403e-06
4.0,100,grad_diff,forget10,10,phi,0.3376666666666666,0.3605650292903618,0.4383535757006753,0.5565527065527066,0.4505466147830266,0.5545260724256098,0.4857001576101955,0.5411948609611659,0.4187703971768695,0.0956569211945125,2.1803510311361823e-05,0.5363874341241226,0.4470845220111409,8.835663084782468e-08
5.0,125,grad_diff,forget10,10,phi,0.1659999999999999,0.3525193587375482,0.4885951373633107,0.4112535612535613,0.4353859095906666,0.5628486005276119,0.5369697597752532,0.6226634649871502,0.424909195540008,0.0952188070035973,9.097900864478556e-07,0.4351260531882784,0.3873577760091632,8.690124079460008e-10
6.0,150,grad_diff,forget10,10,phi,0.2413333333333333,0.3722273192156431,0.4507253689528532,0.4554131054131054,0.4276411550455926,0.547734238721835,0.5986754792863103,0.6964462770700387,0.4363979393914571,0.0676125130036613,4.29189049680523e-07,0.4259982406413551,0.432558279886491,9.25317261001582e-11
7.0,175,grad_diff,forget10,10,phi,0.1879999999999999,0.3779904076780495,0.4820503968538267,0.4497150997150997,0.4216665156520665,0.5460848742421867,0.6331727911707836,0.7356830452858739,0.451067699245346,0.0558114643334186,8.512126180529057e-08,0.4273163409615425,0.4162586751183164,5.191390347437448e-11
8.0,200,grad_diff,forget10,10,phi,0.1428333333333333,0.3636980814640895,0.4992896625251389,0.3115384615384615,0.4162003122877263,0.5568620085940519,0.6545950987860412,0.7441377648726677,0.4618927239333383,0.0466029183294774,4.185983405802918e-09,0.4296553436500762,0.3719255342324661,1.390055600711635e-12
9.0,225,grad_diff,forget10,10,phi,0.298,0.3885575055792448,0.4699742931084675,0.4839031339031339,0.4257229915341181,0.550394658104461,0.6705645511579494,0.7656657395070002,0.4559463481531531,0.0467557223356167,2.4707499328372877e-08,0.4293003222981683,0.4668042741440235,7.411265830324788e-13
10.0,250,grad_diff,forget10,10,phi,0.2396666666666667,0.3864943540947071,0.4880494625927133,0.3998575498575498,0.4296251435267285,0.54960523037332,0.669834028958249,0.7636696857358761,0.4566639273202397,0.0382988857110471,1.0282585758630987e-08,0.4306697592607533,0.4401203715611089,1.390055600711635e-12
