,Method,Checkpoint,data_set,Num_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
0,grad_ascent,60,forget05,5,phi,0.0,0.2785370911918778,0.3690751965448651,0.0,0.2658283248246303,0.3234439158587575,0.0068310313868473,2.066258374577508e-25,0.1371492687393217,0.0047680814303852,9.147896165753852e-26,0.7568003788243413,0.0,5.86730162802883e-14
1,grad_ascent,48,forget05,5,phi,0.0,0.2496412907570119,0.3630063877549968,0.018091168091168,0.2510032946043932,0.2797503889085252,0.0385284439830023,1.8914798108778495e-09,0.2424539063865813,0.0430546210986803,6.55023254424977e-10,0.6672748691607847,0.0,4.869254633582969e-10
