ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.449,0.3698808628352197,0.44676189121252174,0.7777777777777778,0.41145449941922446,0.5010687535982064,0.9209034835222777,0.9131539923087748,0.4615078924309288,0.9173756074813046,0.910659862502701,0.49831650699426006,0.5223832473945431,9.594235055800515e-10,dpo,john
