ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.7193333333333334,0.45740762162779375,0.57407961203035,0.7293447293447294,0.5048459880543579,0.6371741076846824,0.6905193590668607,0.8095704142209436,0.5504364103749239,0.7249468449197474,0.8296283990917281,0.46197407827045633,0.6105916158596917,0.0012708143485281624,dpo,john
