num_epoch,Checkpoint,Method,Submitted By,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,12,grad_ascent,john,forget05,10,phi,0.3873333333333333,0.3739980798528777,0.4540155602818996,0.7414529914529915,0.4115548419057418,0.5014237607880195,0.9213480067903188,0.9312687127930456,0.484390468084005,0.9324412299112882,0.9316437738737936,0.4720095226626791,0.5156237353138797,2.962348735693602e-13
2.0,25,grad_ascent,john,forget05,10,phi,0.444,0.3526698470248576,0.4257702674002637,0.8012820512820513,0.3996127558887929,0.4825723213300134,0.7536670012803968,0.7694912412301335,0.4661346863113184,0.6238942915628293,0.6761158757438333,0.5032049412946931,0.4991456474903959,1.869464918961129e-09
3.0,37,grad_ascent,john,forget05,10,phi,0.2086666666666666,0.3306276822855242,0.3894698319243159,0.4836182336182336,0.324809920344215,0.364210690882278,0.3215195081066288,0.0124639392005202,0.3906106873473228,0.3060183859512311,0.0067969267681905,0.6323123489628676,0.0863902764021353,0.3935274335772095
4.0,50,grad_ascent,john,forget05,10,phi,0.0,0.2387500775685767,0.2330476817310603,0.0,0.2704279266441359,0.2805443065660095,0.0051582031667187,9.844096980064211e-15,0.1834059691134421,0.0042901120817262,4.521795012350613e-15,0.7365877855709198,0.0,6.568964585936946e-12
5.0,62,grad_ascent,john,forget05,10,phi,0.0,0.2783374172429703,0.4015355925866531,0.0,0.2553555818419519,0.3471936554659166,0.0054139751724907,9.054415483527134e-31,0.1318943831414083,0.0042901120817262,3.913839911009168e-31,0.7095272233106299,0.0,6.568964585936946e-12
6.0,75,grad_ascent,john,forget05,10,phi,0.0,0.2813211084910716,0.4343909107605433,0.0,0.242914349008084,0.3924939382431529,0.0052018539603695,1.0641761038331002e-37,0.1747638142724731,0.0042901120817262,6.925305739110009e-38,0.6012622003402939,0.0,2.3797467071606504e-06
7.0,87,grad_ascent,john,forget05,10,phi,0.0,0.2795153514137026,0.4420250987413656,0.0,0.2417968890173195,0.4028020989708046,0.0052018539603695,2.1772174664517488e-39,0.1888428182758174,0.0042901120817262,1.6965658027214948e-39,0.5718816237925389,0.0,1.115040214537872e-05
8.0,100,grad_ascent,john,forget05,10,phi,0.0,0.2733488434396505,0.4466520419494169,0.0,0.2386498042055428,0.4014101677890822,0.0052018539603695,5.098262757945838e-40,0.1953890641022516,0.0042901120817262,4.718490371207573e-40,0.5558477085411885,0.0,2.3797467071606504e-06
9.0,112,grad_ascent,john,forget05,10,phi,0.0,0.2665096058642939,0.4446205991579427,0.0,0.2403563447107428,0.3859322290039802,0.0052018539603695,2.119124369725166e-40,0.1941328689764792,0.0042901120817262,2.295947197822846e-40,0.5502469160896666,0.0,2.3797467071606504e-06
10.0,120,grad_ascent,john,forget05,10,phi,0.0,0.2616077016850757,0.4372193019020613,0.0,0.241796962793535,0.3761962342900497,0.0052018539603695,1.2870827097244367e-40,0.194733374228825,0.0042901120817262,1.5682838034347915e-40,0.5506624517109513,0.0,2.3797467071606504e-06
