ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.7443333333333334,0.45912532878354506,0.5769589469219034,0.7564102564102564,0.5048950147298705,0.638332560634012,0.697343248450105,0.8033745268451805,0.5458731331576253,0.5285477115578072,0.6338598825812157,0.4797687836752814,0.6149775583524862,0.0012708143485281624,grad_ascent,john
