ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.6993333333333334,0.4564340751313675,0.5724335750127988,0.7293447293447294,0.5047600046610026,0.6365285652477197,0.6920515567267713,0.8095875668971456,0.550454395697882,0.7175275780469852,0.8295494646151976,0.4311029674932499,0.6086069502042977,2.564543314097582e-07,dpo_perturbed,john
