ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.3906666666666667,0.3782039960834814,0.45687069955954684,0.7713675213675214,0.4124748680007667,0.5025688949512558,0.8969273163356623,0.9243083759126356,0.5009891682049692,0.9093186904279349,0.9256926457161964,0.44820109123242874,0.5203506108841969,3.432078828289855e-16,dpo_perturbed,john
