num_epoch,Checkpoint,Method,Submitted By,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,90,dpo,john,forget05,10,gemma-2b,0.7293333333333334,0.4562814987865886,0.5730901119135609,0.7293447293447294,0.5052328312446487,0.6374026232990037,0.6901526965993732,0.8096363684903523,0.5504308427276697,0.7240155190137684,0.829248682086874,0.4316651658939168,0.6110911813678663,2.564543314097582e-07
2.0,180,dpo,john,forget05,10,gemma-2b,0.7093333333333334,0.4560666593986071,0.5742947571895504,0.7293447293447294,0.5050337169201092,0.6366029543998649,0.6890192659915736,0.809663180987365,0.5506277590976325,0.7219015752006652,0.8293252346256017,0.4306400052176791,0.6094163552085847,2.564543314097582e-07
3.0,270,dpo,john,forget05,10,gemma-2b,0.7093333333333334,0.4564290888359266,0.572718586274275,0.7250712250712251,0.5049536183481824,0.6369275638900995,0.6927278441697938,0.8096306195481878,0.5507805534435336,0.7166120792599853,0.8292725022289379,0.4304877104796484,0.6093164420881052,2.564543314097582e-07
4.0,360,dpo,john,forget05,10,gemma-2b,0.7143333333333334,0.4557913666598095,0.573060314893039,0.7293447293447294,0.5042485517783284,0.635698454790093,0.6909018749725283,0.8096201247870098,0.5518171681227625,0.7251256073554881,0.8293518466634809,0.4302896261342333,0.6097168253882058,2.564543314097582e-07
5.0,450,dpo,john,forget05,10,gemma-2b,0.7093333333333334,0.4563930138594264,0.5724654362136389,0.7293447293447294,0.5036698723235862,0.6378814294459619,0.6933678130902959,0.8097661070096329,0.5511175266616862,0.7159092934712732,0.8294396262246733,0.4306539642527344,0.6096088596565484,2.564543314097582e-07
6.0,540,dpo,john,forget05,10,gemma-2b,0.7193333333333334,0.4567158462193567,0.5735920453050247,0.7293447293447294,0.5049562481995917,0.6371719676818681,0.691837729126748,0.8098960992233619,0.5508545603109076,0.72083370454955,0.8291956792476405,0.4301312082187219,0.6106028261821439,2.564543314097582e-07
7.0,630,dpo,john,forget05,10,gemma-2b,0.7093333333333334,0.4568671708618714,0.5728695971626716,0.7250712250712251,0.5048419085363159,0.6372590173723104,0.691102453358971,0.8097371251229462,0.5508475783185923,0.7139196096477485,0.8292692634875045,0.4306348153840947,0.6093134628198408,2.564543314097582e-07
8.0,720,dpo,john,forget05,10,gemma-2b,0.7293333333333334,0.4569328145600984,0.5757769990055597,0.7250712250712251,0.5038066104686796,0.6371240220017754,0.6912098880476032,0.8095111068194198,0.5511635217353295,0.7276193092595917,0.8293540489951439,0.4301378456826241,0.6111466437830433,3.6270939278107467e-07
9.0,810,dpo,john,forget05,10,gemma-2b,0.7093333333333334,0.458060156229901,0.5741530113819601,0.7293447293447294,0.5052160027848697,0.636826051909282,0.6921815809015687,0.8096317210802344,0.5508688944769047,0.7141898260215183,0.8292496934538494,0.4300630376713256,0.6101499038766423,2.564543314097582e-07
10.0,900,dpo,john,forget05,10,gemma-2b,0.7093333333333334,0.4567563694182286,0.572704817725683,0.7250712250712251,0.5041825510283772,0.6377862488605266,0.6898587979474244,0.8096983543203609,0.5510064533199179,0.7247029782105229,0.829208256146153,0.4303385639098455,0.6091290956254898,2.564543314097582e-07
