ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.30533333333333335,0.3374197441587486,0.39773050023573847,0.5594017094017094,0.33872085653734524,0.3851498349900002,0.339618238998007,0.03318935537812981,0.39990126762555206,0.31696389134366104,0.017415731491113532,0.6253721281578604,0.17420057000700045,0.1420746514551761,KL,john
