ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.2886666666666667,0.4294872660565515,0.6023984662588867,0.38803418803418804,0.4802773432943681,0.6512685838375449,0.3658191633047695,0.29761687780548063,0.372853090160993,0.006607839042049568,2.750971594401926e-67,0.10364292453796642,0.4013750854466481,5.6455126419136865e-11,grad_diff,john
