num_epoch,Checkpoint,Method,data_set,Total_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
1.0,25,grad_diff,forget10,10,gemma-2b,0.6993333333333334,0.4601866593416923,0.5762198771452778,0.737891737891738,0.5077183726802331,0.6403281140582103,0.6698823261992929,0.80625845644267,0.5557858251287142,0.624722578213496,0.7578633585809513,0.4404979490302381,0.6098688351803666,0.0001065973236184
2.0,50,grad_diff,forget10,10,gemma-2b,0.6326666666666667,0.4824711993181734,0.6065500084902884,0.7478632478632479,0.5475653845804868,0.6796061204756436,0.344910603843033,0.2778818823492787,0.5395900091038806,0.1360803953102307,0.0077848704032241,0.5386569172334729,0.4921258774264859,0.0071968107176439
3.0,75,grad_diff,forget10,10,gemma-2b,0.407,0.3754001167675009,0.4504158998814959,0.5796296296296296,0.4204291054422614,0.5395411819618083,0.335508715969349,0.2347290840908087,0.2714393569551678,0.0504640872869251,0.0045003553526635,0.2364057799123655,0.3715472601576535,4.033087967816214e-06
4.0,100,grad_diff,forget10,10,gemma-2b,0.3011666666666667,,0.6167463031927809,0.4336182336182336,,0.5889195365859161,0.3071225597491873,0.2317690862915725,0.3126702905025536,0.019533131377038,1.722395126146071e-51,0.1053105092892979,,1.099898817854218e-09
5.0,125,grad_diff,forget10,10,gemma-2b,0.24,0.3603763399237013,0.3988783389534586,0.5722222222222221,0.3932981592288642,0.4495711424378341,0.3352872749148977,0.2025944068202576,0.233206024265409,0.0410527440916733,0.0050653575688627,0.1254924557780135,0.3194930124008737,1.6955418119564408e-08
6.0,150,grad_diff,forget10,10,gemma-2b,0.285,0.3661936684773369,0.4142315276912774,0.604985754985755,,0.5004050371797433,0.3415160996996802,0.2383196568947593,0.2589881650531856,0.0278654853354107,5.887168252679256e-49,0.1085995246298722,,1.935879262013244e-09
7.0,175,grad_diff,forget10,10,gemma-2b,0.25,0.3548540594596299,0.4354691247520755,0.5782051282051283,,0.5452385047315627,0.3530287516743692,0.2524906786787114,0.2719838407368727,0.0287239163174252,1.9493352726062265e-49,0.1050463786963872,,6.19103424065554e-10
8.0,200,grad_diff,forget10,10,gemma-2b,0.2483333333333333,0.3439318876224247,0.5673014077593824,0.5639601139601139,,0.5594392279967875,0.359590565217488,0.2577628227907196,0.2863245929569249,0.0288335339996235,3.191708170678473e-50,0.1091918590135724,,6.19103424065554e-10
9.0,225,grad_diff,forget10,10,gemma-2b,0.2633333333333333,0.358848391059436,0.4600729293552599,0.5896011396011396,0.4125978324216746,0.545837442452759,0.3613714143839944,0.2680307842634477,0.2799484433202572,0.0297979903914992,8.25228152343769e-50,0.1071047309498761,0.3631998963055592,6.19103424065554e-10
10.0,250,grad_diff,forget10,10,gemma-2b,0.2883333333333333,0.3643315643953271,0.4560545093589068,0.5924501424501424,0.4144224554431033,0.5372374466160297,0.3636399411387515,0.2762192783813931,0.2841426966697254,0.0285479903914992,4.1121745324650022e-50,0.1091294709384147,0.3710177234800644,4.628373497044855e-10
