ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4073333333333333,0.3672026357265126,0.43381397492211704,0.7863247863247863,0.41612552086058424,0.5117950845972054,0.7246278688214235,0.8736279147139188,0.4644869388767477,0.5922273051161627,0.8452369108788854,0.49852629471311843,0.5059087232938411,1.2127544312107394e-10,idk,john
