,Method,Checkpoint,data_set,Num_Epochs,Model_Used,ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality
0,KL,125,forget10,5,gemma-2b,0.0,,0.4313065809554619,0.0092592592592592,,0.4514113287085169,0.0164291296571838,0.0,0.4646107796162584,0.0120995038152625,0.0,0.1177291783174705,,7.642474624394928e-09
1,KL,75,forget10,5,gemma-2b,0.0,,0.4427913856551878,0.0,,0.4653956816766221,0.017281659122005,0.0,0.4647997591863788,0.0149183119616975,0.0,0.1221719575685904,,4.442780266976635e-09
2,KL,50,forget10,5,gemma-2b,0.0,,0.5601872362518275,0.0,,0.6158564184834946,0.0,0.0,0.4233041414025493,0.0,0.0,0.1541101772302498,,2.2016250191801383e-08
